,State,County name,CountyFIPS,Arthritis-Crude Prevalence,color
2261,PA,CLINTON,42035,29.6,"[1, 0.41590000000000005, 1]"
2262,PA,COLUMBIA,42037,29.0,"[1, 0.43489999999999995, 1]"
2263,PA,CRAWFORD,42039,32.0,"[1, 0.3397, 1]"
2264,PA,CUMBERLAND,42041,27.3,"[1, 0.4889, 1]"
2265,PA,DAUPHIN,42043,29.6,"[1, 0.41590000000000005, 1]"
2266,PA,DELAWARE,42045,27.4,"[1, 0.4857, 1]"
2267,PA,ELK,42047,31.8,"[1, 0.346, 1]"
2268,PA,ERIE,42049,30.9,"[1, 0.37460000000000004, 1]"
2269,PA,FAYETTE,42051,33.9,"[1, 0.2794, 1]"
2270,PA,FOREST,42053,29.3,"[1, 0.4254, 1]"
2271,PA,FRANKLIN,42055,30.8,"[1, 0.3778, 1]"
2272,PA,FULTON,42057,31.7,"[1, 0.34919999999999995, 1]"
2273,PA,GREENE,42059,29.2,"[1, 0.4286, 1]"
2274,PA,HUNTINGDON,42061,30.6,"[1, 0.3841, 1]"
2275,PA,INDIANA,42063,29.5,"[1, 0.41900000000000004, 1]"
2276,PA,JEFFERSON,42065,32.4,"[1, 0.32699999999999996, 1]"
2277,PA,JUNIATA,42067,31.8,"[1, 0.346, 1]"
2278,PA,LACKAWANNA,42069,30.0,"[1, 0.4032, 1]"
2279,PA,LANCASTER,42071,28.1,"[1, 0.4635, 1]"
2280,PA,LAWRENCE,42073,33.7,"[1, 0.28569999999999995, 1]"
2281,PA,LEBANON,42075,29.8,"[1, 0.4095, 1]"
2282,PA,LEHIGH,42077,30.2,"[1, 0.39680000000000004, 1]"
2283,PA,LUZERNE,42079,30.6,"[1, 0.3841, 1]"
2284,PA,LYCOMING,42081,30.4,"[1, 0.39049999999999996, 1]"
2285,PA,MC KEAN,42083,31.8,"[1, 0.346, 1]"
2286,PA,MERCER,42085,32.4,"[1, 0.32699999999999996, 1]"
2287,PA,MIFFLIN,42087,32.4,"[1, 0.32699999999999996, 1]"
2288,PA,MONROE,42089,27.7,"[1, 0.47619999999999996, 1]"
2289,PA,MONTGOMERY,42091,28.3,"[1, 0.45709999999999995, 1]"
2290,PA,MONTOUR,42093,31.3,"[1, 0.3619, 1]"
2291,PA,NORTHAMPTON,42095,28.2,"[1, 0.46030000000000004, 1]"
2292,PA,NORTHUMBERLAND,42097,33.2,"[1, 0.3016, 1]"
2293,PA,PERRY,42099,29.0,"[1, 0.43489999999999995, 1]"
2294,PA,PHILADELPHIA,42101,25.5,"[1, 0.546, 1]"
2295,PA,PIKE,42103,30.2,"[1, 0.39680000000000004, 1]"
2296,PA,POTTER,42105,33.7,"[1, 0.28569999999999995, 1]"
2297,PA,SCHUYLKILL,42107,31.0,"[1, 0.37139999999999995, 1]"
2298,PA,SNYDER,42109,29.5,"[1, 0.41900000000000004, 1]"
2299,PA,SOMERSET,42111,31.7,"[1, 0.34919999999999995, 1]"
2300,PA,SULLIVAN,42113,34.9,"[1, 0.24760000000000004, 1]"
2301,PA,SUSQUEHANNA,42115,31.2,"[1, 0.3651, 1]"
2302,PA,TIOGA,42117,30.7,"[1, 0.381, 1]"
2303,PA,UNION,42119,27.1,"[1, 0.4952, 1]"
2304,PA,VENANGO,42121,33.7,"[1, 0.28569999999999995, 1]"
2305,PA,WARREN,42123,32.5,"[1, 0.3238, 1]"
2306,PA,WASHINGTON,42125,30.3,"[1, 0.39370000000000005, 1]"
2307,PA,WAYNE,42127,30.6,"[1, 0.3841, 1]"
2308,PA,WESTMORELAND,42129,31.3,"[1, 0.3619, 1]"
2309,PA,WYOMING,42131,31.3,"[1, 0.3619, 1]"
2310,PA,YORK,42133,30.1,"[1, 0.4, 1]"
2311,RI,BRISTOL,44001,27.2,"[1, 0.4921, 1]"
2312,RI,KENT,44003,29.7,"[1, 0.41269999999999996, 1]"
2313,RI,NEWPORT,44005,27.2,"[1, 0.4921, 1]"
2314,RI,PROVIDENCE,44007,24.4,"[1, 0.581, 1]"
2315,RI,WASHINGTON,44009,26.9,"[1, 0.5016, 1]"
2316,SC,ABBEVILLE,45001,32.6,"[1, 0.3206, 1]"
2317,SC,AIKEN,45003,30.8,"[1, 0.3778, 1]"
2318,SC,ALLENDALE,45005,31.3,"[1, 0.3619, 1]"
2319,SC,ANDERSON,45007,29.5,"[1, 0.41900000000000004, 1]"
2320,SC,BAMBERG,45009,30.3,"[1, 0.39370000000000005, 1]"
2321,SC,BARNWELL,45011,30.3,"[1, 0.39370000000000005, 1]"
2322,SC,BEAUFORT,45013,27.1,"[1, 0.4952, 1]"
2323,SC,BERKELEY,45015,26.6,"[1, 0.5111, 1]"
2324,SC,CALHOUN,45017,32.9,"[1, 0.31110000000000004, 1]"
2325,SC,CHARLESTON,45019,22.8,"[1, 0.6316999999999999, 1]"
2326,SC,CHEROKEE,45021,29.5,"[1, 0.41900000000000004, 1]"
2327,SC,CHESTER,45023,30.7,"[1, 0.381, 1]"
2328,SC,CHESTERFIELD,45025,33.1,"[1, 0.30479999999999996, 1]"
2329,SC,CLARENDON,45027,32.5,"[1, 0.3238, 1]"
2330,SC,COLLETON,45029,33.2,"[1, 0.3016, 1]"
2331,SC,DARLINGTON,45031,31.4,"[1, 0.3587, 1]"
2332,SC,DILLON,45033,33.4,"[1, 0.2952, 1]"
2333,SC,DORCHESTER,45035,24.8,"[1, 0.5683, 1]"
2334,SC,EDGEFIELD,45037,28.3,"[1, 0.45709999999999995, 1]"
2335,SC,FAIRFIELD,45039,33.8,"[1, 0.2825, 1]"
2336,SC,FLORENCE,45041,28.8,"[1, 0.4413, 1]"
2337,SC,GEORGETOWN,45043,35.2,"[1, 0.23809999999999998, 1]"
2338,SC,GREENVILLE,45045,24.4,"[1, 0.581, 1]"
2339,SC,GREENWOOD,45047,32.2,"[1, 0.33330000000000004, 1]"
2340,SC,HAMPTON,45049,31.6,"[1, 0.35240000000000005, 1]"
2341,SC,HORRY,45051,33.4,"[1, 0.2952, 1]"
2342,SC,JASPER,45053,30.5,"[1, 0.3873, 1]"
2343,SC,KERSHAW,45055,29.4,"[1, 0.4222, 1]"
2344,SC,LANCASTER,45057,31.6,"[1, 0.35240000000000005, 1]"
2345,SC,LAURENS,45059,31.6,"[1, 0.35240000000000005, 1]"
2346,SC,LEE,45061,33.3,"[1, 0.2984, 1]"
2347,SC,LEXINGTON,45063,28.4,"[1, 0.45399999999999996, 1]"
2348,SC,MCCORMICK,45065,37.7,"[1, 0.15869999999999995, 1]"
2349,SC,MARION,45067,35.3,"[1, 0.2349, 1]"
2350,SC,MARLBORO,45069,30.6,"[1, 0.3841, 1]"
2351,SC,NEWBERRY,45071,31.4,"[1, 0.3587, 1]"
2352,SC,OCONEE,45073,32.5,"[1, 0.3238, 1]"
2353,SC,ORANGEBURG,45075,30.7,"[1, 0.381, 1]"
2354,SC,PICKENS,45077,24.8,"[1, 0.5683, 1]"
2355,SC,RICHLAND,45079,24.3,"[1, 0.5841000000000001, 1]"
2356,SC,SALUDA,45081,32.2,"[1, 0.33330000000000004, 1]"
2357,SC,SPARTANBURG,45083,27.8,"[1, 0.473, 1]"
2358,SC,SUMTER,45085,28.2,"[1, 0.46030000000000004, 1]"
2359,SC,UNION,45087,32.5,"[1, 0.3238, 1]"
2360,SC,WILLIAMSBURG,45089,33.7,"[1, 0.28569999999999995, 1]"
2361,SC,YORK,45091,25.9,"[1, 0.5333, 1]"
2362,SD,AURORA,46003,24.8,"[1, 0.5683, 1]"
2363,SD,BEADLE,46005,25.9,"[1, 0.5333, 1]"
2364,SD,BENNETT,46007,28.2,"[1, 0.46030000000000004, 1]"
2365,SD,BON HOMME,46009,25.3,"[1, 0.5524, 1]"
2366,SD,BROOKINGS,46011,16.6,"[1, 0.8286, 1]"
2367,SD,BROWN,46013,24.6,"[1, 0.5746, 1]"
2368,SD,BRULE,46015,25.2,"[1, 0.5556, 1]"
2369,SD,BUFFALO,46017,28.0,"[1, 0.4667, 1]"
2370,SD,BUTTE,46019,27.4,"[1, 0.4857, 1]"
2371,SD,CAMPBELL,46021,28.0,"[1, 0.4667, 1]"
2372,SD,CHARLES MIX,46023,27.9,"[1, 0.4698, 1]"
2373,SD,CLARK,46025,26.1,"[1, 0.527, 1]"
2374,SD,CLAY,46027,17.4,"[1, 0.8032, 1]"
2375,SD,CODINGTON,46029,24.8,"[1, 0.5683, 1]"
2376,SD,CORSON,46031,29.4,"[1, 0.4222, 1]"
2377,SD,CUSTER,46033,29.7,"[1, 0.41269999999999996, 1]"
2378,SD,DAVISON,46035,22.5,"[1, 0.6413, 1]"
2379,SD,DAY,46037,30.0,"[1, 0.4032, 1]"
2380,SD,DEUEL,46039,25.7,"[1, 0.5397000000000001, 1]"
2381,SD,DEWEY,46041,24.5,"[1, 0.5778, 1]"
2382,SD,DOUGLAS,46043,27.2,"[1, 0.4921, 1]"
2383,SD,EDMUNDS,46045,27.1,"[1, 0.4952, 1]"
2384,SD,FALL RIVER,46047,30.1,"[1, 0.4, 1]"
2385,SD,FAULK,46049,28.9,"[1, 0.43810000000000004, 1]"
2386,SD,GRANT,46051,27.2,"[1, 0.4921, 1]"
2387,SD,GREGORY,46053,29.7,"[1, 0.41269999999999996, 1]"
2388,SD,HAAKON,46055,29.4,"[1, 0.4222, 1]"
2389,SD,HAMLIN,46057,22.6,"[1, 0.6381, 1]"
2390,SD,HAND,46059,27.0,"[1, 0.49839999999999995, 1]"
2391,SD,HANSON,46061,23.4,"[1, 0.6127, 1]"
2392,SD,HARDING,46063,24.5,"[1, 0.5778, 1]"
2393,SD,HUGHES,46065,21.9,"[1, 0.6603, 1]"
2394,SD,HUTCHINSON,46067,26.5,"[1, 0.5143, 1]"
2395,SD,HYDE,46069,27.1,"[1, 0.4952, 1]"
2396,SD,JACKSON,46071,24.4,"[1, 0.581, 1]"
2397,SD,JERAULD,46073,28.2,"[1, 0.46030000000000004, 1]"
2398,SD,JONES,46075,28.2,"[1, 0.46030000000000004, 1]"
2399,SD,KINGSBURY,46077,26.6,"[1, 0.5111, 1]"
2400,SD,LAKE,46079,25.8,"[1, 0.5365, 1]"
2401,SD,LAWRENCE,46081,24.2,"[1, 0.5872999999999999, 1]"
2402,SD,LINCOLN,46083,20.5,"[1, 0.7048, 1]"
2403,SD,LYMAN,46085,26.3,"[1, 0.5206, 1]"
2404,SD,MCCOOK,46087,24.4,"[1, 0.581, 1]"
2405,SD,MCPHERSON,46089,29.7,"[1, 0.41269999999999996, 1]"
2406,SD,MARSHALL,46091,24.9,"[1, 0.5650999999999999, 1]"
2407,SD,MEADE,46093,23.0,"[1, 0.6254, 1]"
2408,SD,MELLETTE,46095,29.2,"[1, 0.4286, 1]"
2409,SD,MINER,46097,26.6,"[1, 0.5111, 1]"
2410,SD,MINNEHAHA,46099,21.3,"[1, 0.6794, 1]"
2411,SD,MOODY,46101,25.4,"[1, 0.5492, 1]"
2412,SD,SHANNON,46102,25.9,"[1, 0.5333, 1]"
2413,SD,PENNINGTON,46103,26.6,"[1, 0.5111, 1]"
2414,SD,PERKINS,46105,27.3,"[1, 0.4889, 1]"
2415,SD,POTTER,46107,28.5,"[1, 0.4508, 1]"
2416,SD,ROBERTS,46109,26.7,"[1, 0.5079, 1]"
2417,SD,SANBORN,46111,24.7,"[1, 0.5714, 1]"
2418,SD,SPINK,46115,27.5,"[1, 0.48250000000000004, 1]"
2419,SD,STANLEY,46117,24.1,"[1, 0.5905, 1]"
2420,SD,SULLY,46119,25.4,"[1, 0.5492, 1]"
2421,SD,TODD,46121,25.6,"[1, 0.5428999999999999, 1]"
2422,SD,TRIPP,46123,28.9,"[1, 0.43810000000000004, 1]"
2423,SD,TURNER,46125,25.5,"[1, 0.546, 1]"
2424,SD,UNION,46127,21.7,"[1, 0.6667000000000001, 1]"
2425,SD,WALWORTH,46129,27.8,"[1, 0.473, 1]"
2426,SD,YANKTON,46135,23.5,"[1, 0.6094999999999999, 1]"
2427,SD,ZIEBACH,46137,25.8,"[1, 0.5365, 1]"
2428,TN,ANDERSON,47001,35.6,"[1, 0.22540000000000004, 1]"
2429,TN,BEDFORD,47003,30.6,"[1, 0.3841, 1]"
2430,TN,BENTON,47005,38.3,"[1, 0.13970000000000005, 1]"
2431,TN,BLEDSOE,47007,32.5,"[1, 0.3238, 1]"
2432,TN,BLOUNT,47009,32.5,"[1, 0.3238, 1]"
2433,TN,BRADLEY,47011,30.0,"[1, 0.4032, 1]"
2434,TN,CAMPBELL,47013,36.0,"[1, 0.2127, 1]"
2435,TN,CANNON,47015,33.0,"[1, 0.30789999999999995, 1]"
2436,TN,CARROLL,47017,35.5,"[1, 0.22860000000000003, 1]"
2437,TN,CARTER,47019,36.2,"[1, 0.20630000000000004, 1]"
2438,TN,CHEATHAM,47021,30.3,"[1, 0.39370000000000005, 1]"
2439,TN,CHESTER,47023,29.8,"[1, 0.4095, 1]"
2440,TN,CLAIBORNE,47025,33.4,"[1, 0.2952, 1]"
2441,TN,CLAY,47027,38.6,"[1, 0.13019999999999998, 1]"
2442,TN,COCKE,47029,36.1,"[1, 0.20950000000000002, 1]"
2443,TN,COFFEE,47031,31.9,"[1, 0.3429, 1]"
2444,TN,CROCKETT,47033,33.0,"[1, 0.30789999999999995, 1]"
2445,TN,CUMBERLAND,47035,38.1,"[1, 0.14600000000000002, 1]"
2446,TN,DAVIDSON,47037,24.4,"[1, 0.581, 1]"
2447,TN,DECATUR,47039,35.0,"[1, 0.24439999999999995, 1]"
2448,TN,DEKALB,47041,33.1,"[1, 0.30479999999999996, 1]"
2449,TN,DICKSON,47043,31.7,"[1, 0.34919999999999995, 1]"
2450,TN,DYER,47045,31.9,"[1, 0.3429, 1]"
2451,TN,FAYETTE,47047,32.8,"[1, 0.3143, 1]"
2452,TN,FENTRESS,47049,38.5,"[1, 0.13329999999999997, 1]"
2453,TN,FRANKLIN,47051,33.1,"[1, 0.30479999999999996, 1]"
2454,TN,GIBSON,47053,34.4,"[1, 0.26349999999999996, 1]"
2455,TN,GILES,47055,33.7,"[1, 0.28569999999999995, 1]"
2456,TN,GRAINGER,47057,34.9,"[1, 0.24760000000000004, 1]"
2457,TN,GREENE,47059,34.9,"[1, 0.24760000000000004, 1]"
2458,TN,GRUNDY,47061,37.3,"[1, 0.1714, 1]"
2459,TN,HAMBLEN,47063,33.5,"[1, 0.2921, 1]"
2460,TN,HAMILTON,47065,27.3,"[1, 0.4889, 1]"
2461,TN,HANCOCK,47067,36.8,"[1, 0.18730000000000002, 1]"
2462,TN,HARDEMAN,47069,34.3,"[1, 0.26670000000000005, 1]"
2463,TN,HARDIN,47071,37.7,"[1, 0.15869999999999995, 1]"
2464,TN,HAWKINS,47073,34.7,"[1, 0.254, 1]"
2465,TN,HAYWOOD,47075,34.9,"[1, 0.24760000000000004, 1]"
2466,TN,HENDERSON,47077,32.7,"[1, 0.3175, 1]"
2467,TN,HENRY,47079,34.4,"[1, 0.26349999999999996, 1]"
2468,TN,HICKMAN,47081,32.7,"[1, 0.3175, 1]"
2469,TN,HOUSTON,47083,35.5,"[1, 0.22860000000000003, 1]"
2470,TN,HUMPHREYS,47085,32.4,"[1, 0.32699999999999996, 1]"
2471,TN,JACKSON,47087,38.3,"[1, 0.13970000000000005, 1]"
2472,TN,JEFFERSON,47089,33.3,"[1, 0.2984, 1]"
2473,TN,JOHNSON,47091,34.8,"[1, 0.2508, 1]"
2474,TN,KNOX,47093,27.9,"[1, 0.4698, 1]"
2475,TN,LAKE,47095,30.1,"[1, 0.4, 1]"
2476,TN,LAUDERDALE,47097,34.0,"[1, 0.2762, 1]"
2477,TN,LAWRENCE,47099,33.9,"[1, 0.2794, 1]"
2478,TN,LEWIS,47101,34.8,"[1, 0.2508, 1]"
2479,TN,LINCOLN,47103,33.8,"[1, 0.2825, 1]"
2480,TN,LOUDON,47105,36.0,"[1, 0.2127, 1]"
2481,TN,MCMINN,47107,34.8,"[1, 0.2508, 1]"
2482,TN,MCNAIRY,47109,34.6,"[1, 0.2571, 1]"
2483,TN,MACON,47111,31.2,"[1, 0.3651, 1]"
2484,TN,MADISON,47113,28.7,"[1, 0.4444, 1]"
2485,TN,MARION,47115,33.1,"[1, 0.30479999999999996, 1]"
2486,TN,MARSHALL,47117,30.7,"[1, 0.381, 1]"
2487,TN,MAURY,47119,32.6,"[1, 0.3206, 1]"
2488,TN,MEIGS,47121,35.6,"[1, 0.22540000000000004, 1]"
2489,TN,MONROE,47123,36.5,"[1, 0.19679999999999997, 1]"
2490,TN,MONTGOMERY,47125,23.9,"[1, 0.5968, 1]"
2491,TN,MOORE,47127,32.7,"[1, 0.3175, 1]"
2492,TN,MORGAN,47129,32.4,"[1, 0.32699999999999996, 1]"
2493,TN,OBION,47131,34.5,"[1, 0.2603, 1]"
2494,TN,OVERTON,47133,34.2,"[1, 0.26980000000000004, 1]"
2495,TN,PERRY,47135,36.0,"[1, 0.2127, 1]"
2496,TN,PICKETT,47137,37.3,"[1, 0.1714, 1]"
2497,TN,POLK,47139,34.4,"[1, 0.26349999999999996, 1]"
2498,TN,PUTNAM,47141,30.4,"[1, 0.39049999999999996, 1]"
2499,TN,RHEA,47143,33.3,"[1, 0.2984, 1]"
2500,TN,ROANE,47145,36.0,"[1, 0.2127, 1]"
2501,TN,ROBERTSON,47147,30.3,"[1, 0.39370000000000005, 1]"
2502,TN,RUTHERFORD,47149,25.6,"[1, 0.5428999999999999, 1]"
2503,TN,SCOTT,47151,33.9,"[1, 0.2794, 1]"
2504,TN,SEQUATCHIE,47153,34.7,"[1, 0.254, 1]"
2505,TN,SEVIER,47155,33.6,"[1, 0.28890000000000005, 1]"
2506,TN,SHELBY,47157,25.3,"[1, 0.5524, 1]"
2507,TN,SMITH,47159,31.2,"[1, 0.3651, 1]"
2508,TN,STEWART,47161,32.9,"[1, 0.31110000000000004, 1]"
2509,TN,SULLIVAN,47163,32.5,"[1, 0.3238, 1]"
2510,TN,SUMNER,47165,29.7,"[1, 0.41269999999999996, 1]"
2511,TN,TIPTON,47167,30.4,"[1, 0.39049999999999996, 1]"
2512,TN,TROUSDALE,47169,32.1,"[1, 0.3365, 1]"
2513,TN,UNICOI,47171,37.1,"[1, 0.17779999999999996, 1]"
2514,TN,UNION,47173,34.4,"[1, 0.26349999999999996, 1]"
2515,TN,VAN BUREN,47175,35.8,"[1, 0.21899999999999997, 1]"
2516,TN,WARREN,47177,34.2,"[1, 0.26980000000000004, 1]"
2517,TN,WASHINGTON,47179,29.7,"[1, 0.41269999999999996, 1]"
2518,TN,WAYNE,47181,33.3,"[1, 0.2984, 1]"
2519,TN,WEAKLEY,47183,29.9,"[1, 0.4063, 1]"
2520,TN,WHITE,47185,34.2,"[1, 0.26980000000000004, 1]"
2521,TN,WILLIAMSON,47187,25.7,"[1, 0.5397000000000001, 1]"
2522,TN,WILSON,47189,28.4,"[1, 0.45399999999999996, 1]"
2523,TX,ANDERSON,48001,23.1,"[1, 0.6222, 1]"
2524,TX,ANDREWS,48003,18.6,"[1, 0.7651, 1]"
2525,TX,ANGELINA,48005,24.7,"[1, 0.5714, 1]"
2526,TX,ARANSAS,48007,29.6,"[1, 0.41590000000000005, 1]"
2527,TX,ARCHER,48009,25.2,"[1, 0.5556, 1]"
2528,TX,ARMSTRONG,48011,25.4,"[1, 0.5492, 1]"
2529,TX,ATASCOSA,48013,21.1,"[1, 0.6857, 1]"
2530,TX,AUSTIN,48015,24.3,"[1, 0.5841000000000001, 1]"
2531,TX,BAILEY,48017,24.6,"[1, 0.5746, 1]"
2532,TX,BANDERA,48019,28.7,"[1, 0.4444, 1]"
2533,TX,BASTROP,48021,22.2,"[1, 0.6508, 1]"
2534,TX,BAYLOR,48023,28.3,"[1, 0.45709999999999995, 1]"
2535,TX,BEE,48025,19.3,"[1, 0.7429, 1]"
2536,TX,BELL,48027,21.4,"[1, 0.6762, 1]"
2537,TX,BEXAR,48029,20.8,"[1, 0.6952, 1]"
2538,TX,BLANCO,48031,27.9,"[1, 0.4698, 1]"
2539,TX,BORDEN,48033,24.8,"[1, 0.5683, 1]"
2540,TX,BOSQUE,48035,28.1,"[1, 0.4635, 1]"
2541,TX,BOWIE,48037,26.4,"[1, 0.5175000000000001, 1]"
2542,TX,BRAZORIA,48039,20.2,"[1, 0.7142999999999999, 1]"
2543,TX,BRAZOS,48041,13.7,"[1, 0.9206, 1]"
2544,TX,BREWSTER,48043,25.9,"[1, 0.5333, 1]"
2545,TX,BRISCOE,48045,29.8,"[1, 0.4095, 1]"
2546,TX,BROOKS,48047,27.5,"[1, 0.48250000000000004, 1]"
2547,TX,BROWN,48049,26.4,"[1, 0.5175000000000001, 1]"
2548,TX,BURLESON,48051,26.3,"[1, 0.5206, 1]"
2549,TX,BURNET,48053,27.6,"[1, 0.47940000000000005, 1]"
2550,TX,CALDWELL,48055,22.5,"[1, 0.6413, 1]"
2551,TX,CALHOUN,48057,23.4,"[1, 0.6127, 1]"
2552,TX,CALLAHAN,48059,26.8,"[1, 0.5048, 1]"
2553,TX,CAMERON,48061,20.8,"[1, 0.6952, 1]"
2554,TX,CAMP,48063,26.8,"[1, 0.5048, 1]"
2555,TX,CARSON,48065,24.1,"[1, 0.5905, 1]"
2556,TX,CASS,48067,28.9,"[1, 0.43810000000000004, 1]"
2557,TX,CASTRO,48069,24.4,"[1, 0.581, 1]"
2558,TX,CHAMBERS,48071,20.9,"[1, 0.6920999999999999, 1]"
2559,TX,CHEROKEE,48073,25.6,"[1, 0.5428999999999999, 1]"
2560,TX,CHILDRESS,48075,21.6,"[1, 0.6698, 1]"
2561,TX,CLAY,48077,27.0,"[1, 0.49839999999999995, 1]"
2562,TX,COCHRAN,48079,24.8,"[1, 0.5683, 1]"
2563,TX,COKE,48081,28.7,"[1, 0.4444, 1]"
2564,TX,COLEMAN,48083,29.3,"[1, 0.4254, 1]"
2565,TX,COLLIN,48085,17.4,"[1, 0.8032, 1]"
2566,TX,COLLINGSWORTH,48087,26.9,"[1, 0.5016, 1]"
2567,TX,COLORADO,48089,26.8,"[1, 0.5048, 1]"
2568,TX,COMAL,48091,24.8,"[1, 0.5683, 1]"
2569,TX,COMANCHE,48093,28.1,"[1, 0.4635, 1]"
2570,TX,CONCHO,48095,19.8,"[1, 0.727, 1]"
2571,TX,COOKE,48097,24.8,"[1, 0.5683, 1]"
2572,TX,CORYELL,48099,17.8,"[1, 0.7905, 1]"
2573,TX,COTTLE,48101,29.7,"[1, 0.41269999999999996, 1]"
2574,TX,CRANE,48103,19.6,"[1, 0.7333000000000001, 1]"
2575,TX,CROCKETT,48105,21.8,"[1, 0.6635, 1]"
2576,TX,CROSBY,48107,26.7,"[1, 0.5079, 1]"
2577,TX,CULBERSON,48109,26.0,"[1, 0.5302, 1]"
2578,TX,DALLAM,48111,20.1,"[1, 0.7175, 1]"
2579,TX,DALLAS,48113,20.3,"[1, 0.7111000000000001, 1]"
2580,TX,DAWSON,48115,20.8,"[1, 0.6952, 1]"
2581,TX,DEAF SMITH,48117,21.8,"[1, 0.6635, 1]"
2582,TX,DELTA,48119,28.8,"[1, 0.4413, 1]"
2583,TX,DENTON,48121,18.6,"[1, 0.7651, 1]"
2584,TX,DEWITT,48123,26.1,"[1, 0.527, 1]"
2585,TX,DICKENS,48125,25.8,"[1, 0.5365, 1]"
2586,TX,DIMMIT,48127,22.0,"[1, 0.6571, 1]"
2587,TX,DONLEY,48129,27.2,"[1, 0.4921, 1]"
2588,TX,DUVAL,48131,23.6,"[1, 0.6063000000000001, 1]"
2589,TX,EASTLAND,48133,28.3,"[1, 0.45709999999999995, 1]"
2590,TX,ECTOR,48135,17.5,"[1, 0.8, 1]"
2591,TX,EDWARDS,48137,27.1,"[1, 0.4952, 1]"
2592,TX,ELLIS,48139,20.1,"[1, 0.7175, 1]"
2593,TX,EL PASO,48141,18.5,"[1, 0.7683, 1]"
2594,TX,ERATH,48143,21.3,"[1, 0.6794, 1]"
2595,TX,FALLS,48145,26.0,"[1, 0.5302, 1]"
2596,TX,FANNIN,48147,25.5,"[1, 0.546, 1]"
2597,TX,FAYETTE,48149,27.3,"[1, 0.4889, 1]"
2598,TX,FISHER,48151,27.0,"[1, 0.49839999999999995, 1]"
2599,TX,FLOYD,48153,26.4,"[1, 0.5175000000000001, 1]"
2600,TX,FOARD,48155,30.1,"[1, 0.4, 1]"
2601,TX,FORT BEND,48157,17.9,"[1, 0.7873, 1]"
2602,TX,FRANKLIN,48159,27.7,"[1, 0.47619999999999996, 1]"
2603,TX,FREESTONE,48161,25.4,"[1, 0.5492, 1]"
2604,TX,FRIO,48163,19.4,"[1, 0.7397, 1]"
2605,TX,GAINES,48165,19.0,"[1, 0.7524, 1]"
2606,TX,GALVESTON,48167,21.8,"[1, 0.6635, 1]"
2607,TX,GARZA,48169,17.9,"[1, 0.7873, 1]"
2608,TX,GILLESPIE,48171,29.8,"[1, 0.4095, 1]"
2609,TX,GLASSCOCK,48173,20.8,"[1, 0.6952, 1]"
2610,TX,GOLIAD,48175,26.4,"[1, 0.5175000000000001, 1]"
2611,TX,GONZALES,48177,25.4,"[1, 0.5492, 1]"
2612,TX,GRAY,48179,23.8,"[1, 0.6, 1]"
2613,TX,GRAYSON,48181,26.1,"[1, 0.527, 1]"
2614,TX,GREGG,48183,23.1,"[1, 0.6222, 1]"
2615,TX,GRIMES,48185,25.0,"[1, 0.5619000000000001, 1]"
2616,TX,GUADALUPE,48187,22.3,"[1, 0.6476, 1]"
2617,TX,HALE,48189,22.9,"[1, 0.6286, 1]"
2618,TX,HALL,48191,30.8,"[1, 0.3778, 1]"
2619,TX,HAMILTON,48193,29.5,"[1, 0.41900000000000004, 1]"
2620,TX,HANSFORD,48195,23.2,"[1, 0.619, 1]"
2621,TX,HARDEMAN,48197,27.5,"[1, 0.48250000000000004, 1]"
2622,TX,HARDIN,48199,23.4,"[1, 0.6127, 1]"
2623,TX,HARRIS,48201,17.8,"[1, 0.7905, 1]"
2624,TX,HARRISON,48203,25.7,"[1, 0.5397000000000001, 1]"
2625,TX,HARTLEY,48205,20.0,"[1, 0.7206, 1]"
2626,TX,HASKELL,48207,26.6,"[1, 0.5111, 1]"
2627,TX,HAYS,48209,17.0,"[1, 0.8159, 1]"
2628,TX,HEMPHILL,48211,22.4,"[1, 0.6444, 1]"
2629,TX,HENDERSON,48213,28.1,"[1, 0.4635, 1]"
2630,TX,HIDALGO,48215,20.4,"[1, 0.7079, 1]"
2631,TX,HILL,48217,28.0,"[1, 0.4667, 1]"
2632,TX,HOCKLEY,48219,21.4,"[1, 0.6762, 1]"
2633,TX,HOOD,48221,28.0,"[1, 0.4667, 1]"
2634,TX,HOPKINS,48223,26.4,"[1, 0.5175000000000001, 1]"
2635,TX,HOUSTON,48225,28.8,"[1, 0.4413, 1]"
2636,TX,HOWARD,48227,20.8,"[1, 0.6952, 1]"
2637,TX,HUDSPETH,48229,27.0,"[1, 0.49839999999999995, 1]"
2638,TX,HUNT,48231,24.4,"[1, 0.581, 1]"
2639,TX,HUTCHINSON,48233,23.6,"[1, 0.6063000000000001, 1]"
2640,TX,IRION,48235,24.9,"[1, 0.5650999999999999, 1]"
2641,TX,JACK,48237,23.2,"[1, 0.619, 1]"
2642,TX,JACKSON,48239,24.0,"[1, 0.5937, 1]"
2643,TX,JASPER,48241,28.0,"[1, 0.4667, 1]"
2644,TX,JEFF DAVIS,48243,30.6,"[1, 0.3841, 1]"
2645,TX,JEFFERSON,48245,22.8,"[1, 0.6316999999999999, 1]"
2646,TX,JIM HOGG,48247,22.5,"[1, 0.6413, 1]"
2647,TX,JIM WELLS,48249,21.3,"[1, 0.6794, 1]"
2648,TX,JOHNSON,48251,22.9,"[1, 0.6286, 1]"
2649,TX,JONES,48253,21.5,"[1, 0.673, 1]"
